Rank,Title,Artist(s),Artists Separately
28,"""iSpy""",Kyle featuring Lil Yachty,Kyle;Lil Yachty
29,"""Issues""",Julia Michaels,Julia Michaels
30,"""Scars to Your Beautiful""",Alessia Cara,Alessia Cara
31,"""1-800-273-8255""",Logic featuring Alessia Cara and Khalid,Logic;Alessia Cara;Khalid
32,"""Slow Hands""",Niall Horan,Niall Horan
33,"""Love on the Brain""",Rihanna,Rihanna
34,"""I Feel It Coming""",The Weeknd featuring Daft Punk,The Weeknd;Daft Punk
35,"""Bounce Back""",Big Sean,Big Sean
36,"""Strip That Down""",Liam Payne featuring Quavo,Liam Payne;Quavo
37,"""Fake Love""",Drake,Drake
38,"""Don't Wanna Know""",Maroon 5 featuring Kendrick Lamar,Maroon 5;Kendrick Lamar
39,"""Look What You Made Me Do""",Taylor Swift,Taylor Swift
40,"""Castle on the Hill""",Ed Sheeran,Ed Sheeran
41,"""Bad Things""",Machine Gun Kelly and Camila Cabello,Machine Gun Kelly;Camila Cabello
42,"""Paris""",The Chainsmokers,The Chainsmokers
43,"""Side to Side""",Ariana Grande featuring Nicki Minaj,Ariana Grande;Nicki Minaj
44,"""Rockabye""",Clean Bandit featuring Sean Paul and Anne-Marie,Clean Bandit;Sean Paul;Anne-Marie
45,"""Feel It Still""",Portugal. The Man,Portugal. The Man
46,"""Let Me Love You""",DJ Snake featuring Justin Bieber,DJ Snake;Justin Bieber
47,"""Sorry Not Sorry""",Demi Lovato,Demi Lovato
48,"""Bank Account""",21 Savage,21 Savage
49,"""Can't Stop the Feeling!""",Justin Timberlake,Justin Timberlake
50,"""Mi Gente""",J Balvin and Willy William featuring Beyoncé,J Balvin;Willy William;Beyoncé
51,"""Thunder""",Imagine Dragons,Imagine Dragons
52,"""T-Shirt""",Migos,Migos
53,"""Rake It Up""",Yo Gotti featuring Nicki Minaj,Yo Gotti;Nicki Minaj
54,"""Mercy""",Shawn Mendes,Shawn Mendes
55,"""Tunnel Vision""",Kodak Black,Kodak Black
56,"""Rockstar""",Post Malone featuring 21 Savage,Post Malone;21 Savage
57,"""In Case You Didn't Know""",Brett Young,Brett Young
58,"""Heathens""",Twenty One Pilots,Twenty One Pilots
59,"""Now or Never""",Halsey,Halsey
60,"""Caroline""",Aminé,Aminé
61,"""Rolex""",Ayo & Teo,Ayo & Teo
62,"""DNA""",Kendrick Lamar,Kendrick Lamar
63,"""Juju on That Beat (TZ Anthem)""",Zay Hilfigerrr & Zayion McCall,Zay Hilfigerrr & Zayion McCall
64,"""Swang""",Rae Sremmurd,Rae Sremmurd
65,"""Passionfruit""",Drake,Drake
66,"""Loyalty""",Kendrick Lamar featuring Rihanna,Kendrick Lamar;Rihanna
67,"""Praying""",Kesha,Kesha
68,"""Goosebumps""",Travis Scott,Travis Scott
69,"""Cold""",Maroon 5 featuring Future,Maroon 5;Future
70,"""Broccoli""",DRAM featuring Lil Yachty,DRAM;Lil Yachty
71,"""Slide""",Calvin Harris featuring Frank Ocean and Migos,Calvin Harris;Frank Ocean;Migos
72,"""What Ifs""",Kane Brown featuring Lauren Alaina,Kane Brown;Lauren Alaina
73,"""Chained to the Rhythm""",Katy Perry featuring Skip Marley,Katy Perry;Skip Marley
74,"""Feels""","Calvin Harris featuring Pharrell Williams, Katy Perry and Big Sean",Calvin Harris;Pharrell Williams;Katy Perry;Big Sean
75,"""All Time Low""",Jon Bellion,Jon Bellion
76,"""Hurricane""",Luke Combs,Luke Combs
77,"""Too Good at Goodbyes""",Sam Smith,Sam Smith
78,"""Young Dumb & Broke""",Khalid,Khalid
79,"""Magnolia""",Playboi Carti,Playboi Carti
80,"""Love Galore""",SZA featuring Travis Scott,SZA;Travis Scott
81,"""Drowning""",A Boogie wit da Hoodie featuring Kodak Black,A Boogie wit da Hoodie;Kodak Black
82,"""Starving""",Hailee Steinfeld and Grey featuring Zedd,Hailee Steinfeld;Grey;Zedd
83,"""Both""",Gucci Mane featuring Drake,Gucci Mane;Drake
84,"""What About Us""",Pink,Pink
85,"""Swalla""",Jason Derulo featuring Nicki Minaj and Ty Dolla Sign,Jason Derulo;Nicki Minaj;Ty Dolla Sign
86,"""Slippery""",Migos featuring Gucci Mane,Migos;Gucci Mane
87,"""Sign of the Times""",Harry Styles,Harry Styles
88,"""Water Under the Bridge""",Adele,Adele
89,"""Malibu""",Miley Cyrus,Miley Cyrus
90,"""Down""",Marian Hill,Marian Hill
91,"""No Promises""",Cheat Codes featuring Demi Lovato,Cheat Codes;Demi Lovato
92,"""Treat You Better""",Shawn Mendes,Shawn Mendes
93,"""I Get the Bag""",Gucci Mane featuring Migos,Gucci Mane;Migos
94,"""Small Town Boy""",Dustin Lynch,Dustin Lynch
95,"""Everyday We Lit""",YFN Lucci featuring PnB Rock,YFN Lucci;PnB Rock
96,"""Havana""",Camila Cabello featuring Young Thug,Camila Cabello;Young Thug
97,"""What Lovers Do""",Maroon 5 featuring SZA,Maroon 5;SZA
98,"""Do Re Mi""",Blackbear,Blackbear
99,"""Look at Me!""",XXXTentacion,XXXTentacion
100,"""The Fighter""",Keith Urban featuring Carrie Underwood,Keith Urban;Carrie Underwood
